commit,campaign,campaigns,group_ids,replicates,main_256,main_256_replicate_sd,main_512,main_512_replicate_sd,main_1024,main_1024_replicate_sd,control_fitness,control_fitness_replicate_sd,probe_fitness,probe_fitness_replicate_sd,fork_effect,fork_effect_replicate_sd,final_fitness,final_fitness_replicate_sd,future_gain_from_control,future_gain_from_control_replicate_sd
0369584bf978a6850f96d29d3dc07fe00f32aaa9,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1/ideas/idea-0001-bounded-input-dependent-retention/v001;fork-to-zero-mechanism-v1-gpu1/ideas/idea-0008-complementary-retention-write-coupling/v001;fork-to-zero-mechanism-v1-gpu1/ideas/idea-0020-straight-through-retention-gradient-floor/v001;fork-to-zero-mechanism-v1-gpu1/ideas/idea-0023-unit-norm-delta-addressing/v001;fork-to-zero-mechanism-v1-gpu1/ideas/idea-0026-upper-tail-delta-addressing-cap/v001,5,0.137840915049416,1.0406764458140974e-06,0.15179343948754534,0.0,0.16428454469066622,2.817456243413051e-05,0.1699772628690137,3.518192163877238e-05,0.17206787812282362,1.3006787305071035e-05,0.0020906152538098855,3.386578725894283e-05,0.19793435783769386,1.3961730066373904e-05,0.027957094968680114,4.562045348641592e-05
05c39a2094272461115aec8ed3f1c7b6faa13c63,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1/ideas/idea-0008-complementary-retention-write-coupling/v001,1,0.1377334582116688,0.0,0.15148301875359774,0.0,0.16381358014579409,0.0,0.16925055852684312,0.0,0.1713326251584827,0.0,0.0020820666316395675,0.0,0.19728924576321347,0.0,0.028038687236370347,0.0
0e42dd251ffc021f9b61d6e156640cc533a05e83,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0012-retention-conditioned-write-budget/v001,1,0.1377809008115295,0.0,0.15150137866254582,0.0,0.163856527224762,0.0,0.16919614909564656,0.0,0.17141779659564255,0.0,0.0022216474999959823,0.0,0.19697835207910652,0.0,0.027782202983459958,0.0
24373c73464653e4c2f2aadd45ca40c13927b706,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001,1,0.13781887842996735,0.0,0.1516921256617569,0.0,0.16405275936741257,0.0,0.1694053870913095,0.0,0.17161195105627156,0.0,0.0022065639649620494,0.0,0.1975933134422731,0.0,0.028187926350963594,0.0
2f289dfd5ac6d2765cf3580d073d1df7566ba20a,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0024-groupwise-feature-selective-retention/v001,1,0.13772397361208666,0.0,0.15172895140121687,0.0,0.16420630880638434,0.0,0.1695087636030783,0.0,0.17176523128188392,0.0,0.002256467678805635,0.0,0.19763236427597383,0.0,0.028123600672895543,0.0
2fcc0e688a53b68c018d705282f73370b410cf28,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0030-gate-confidence-recurrent-readout/v001,1,0.13679703424029765,0.0,0.15138211874413393,0.0,0.16358044886475168,0.0,0.1693996476487329,0.0,0.1715707300334563,0.0,0.0021710823847234106,0.0,0.19720365221163896,0.0,0.027804004562906076,0.0
30511973f87bb0a74b8f82ffdbcbf0f432274b78,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0030-gate-confidence-recurrent-readout/v001,1,0.13673343816230257,0.0,0.15000150001500015,0.0,0.16238511253288299,0.0,0.1678133915086424,0.0,0.17002754446220286,0.0,0.00221415295356045,0.0,0.1964134896784711,0.0,0.028600098169828697,0.0
3bded641942f2490b6470337cea17fc23ddf663b,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1/ideas/idea-0012-mean-preserving-complementary-allocation/v001,1,0.13774104683195593,0.0,0.1516576177621402,0.0,0.16351090617744204,0.0,0.1683615058253081,0.0,0.17080586205718581,0.0,0.00244435623187772,0.0,0.195928603616842,0.0,0.027567097791533907,0.0
3e3d542e9cc38a6dae3084abe77c10696a1633a5,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001,1,0.13781887842996735,0.0,0.1516944267467613,0.0,0.1640796770911955,0.0,0.16940825695844416,0.0,0.1716355148207267,0.0,0.0022272578622825334,0.0,0.1976050270718887,0.0,0.02819677011344454,0.0
41d0629b1aa518cfd7fe7aa750be507e4261e63b,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1,fork-to-zero-mechanism-v1-gpu1/ideas/idea-0008-complementary-retention-write-coupling/v001,1,0.13773156118724605,0.0,0.15148760831363994,0.0,0.16383773510714988,0.0,0.16927347823143069,0.0,0.1713473038501739,0.0,0.0020738256187432247,0.0,0.19731260235591247,0.0,0.028039124124481785,0.0
